p(MeV) beta E(MeV) m(MeV)
300.578 0.901713 333.342 144.115 
279.557 0.919325 304.09 119.659 
278.587 0.916989 303.807 121.193 
292.524 0.912816 320.464 130.868 
287.911 0.901301 319.439 138.379 
287.682 0.90609 317.498 134.328 
286.685 0.885168 323.877 150.69 
286.17 0.905383 316.076 134.205 
292.111 0.907835 321.767 134.926 
296.11 0.902444 328.12 141.356 
287.728 0.912356 315.369 129.111 
289.452 0.892375 324.362 146.383 
290.468 0.918865 316.116 124.73 
279.023 0.903472 308.834 132.381 
290.548 0.902295 322.01 138.824 
285.791 0.906269 315.349 133.298 
288.288 0.904811 318.617 135.671 
292.643 0.899755 325.247 141.936 
276.186 0.89328 309.182 138.978 
281.147 0.910161 308.897 127.962 
286.048 0.896569 319.048 141.308 
293.016 0.908254 322.615 134.988 
292.944 0.891652 328.541 148.737 
285.211 0.90785 314.16 131.726 
281.005 0.907082 309.79 130.407 
298.247 0.889254 335.39 153.412 
290.733 0.893848 325.26 145.837 
286.063 0.908765 314.782 131.361 
289.974 0.890784 325.526 147.928 
286.888 0.888793 322.783 147.934 
289.839 0.901535 321.495 139.113 
280.478 0.903092 310.576 133.376 
288.834 0.902422 320.066 137.902 
284.372 0.89367 318.206 142.787 
293.356 0.920857 318.568 124.21 
291.653 0.894604 326.014 145.683 
285.514 0.896785 318.375 140.87 
288.878 0.900687 320.731 139.348 
285.802 0.923588 309.448 118.638 
284.228 0.890617 319.136 145.129 
281.844 0.904105 311.739 133.209 
291.109 0.905666 321.431 136.284 
281.1 0.883245 318.258 149.235 
293.525 0.904961 324.351 138.009 
294.161 0.893384 329.266 147.937 
289.697 0.897424 322.809 142.413 
283.8 0.888654 319.359 146.451 
292.474 0.924734 316.279 120.38 
279.867 0.898276 311.561 136.91 
293.573 0.886554 331.14 153.194 
289.394 0.904733 319.867 136.257 
293.652 0.90923 322.968 134.45 
285.822 0.897426 318.49 140.507 
290.531 0.898527 323.341 141.92 
287.594 0.904221 318.057 135.831 
285.449 0.890913 320.401 145.518 
289.855 0.889831 325.742 148.633 
286.043 0.901768 317.202 137.101 
290.253 0.910763 318.693 131.597 
289.378 0.898416 322.098 141.448 
290.88 0.901352 322.715 139.764 
291.27 0.910498 319.902 132.284 
284.255 0.899972 315.849 137.693 
292.705 0.89686 326.366 144.357 
292.013 0.902346 323.615 139.482 
289.865 0.897802 322.861 142.187 
281.686 0.906271 310.818 131.382 
289.833 0.887951 326.407 150.127 
286.651 0.880702 325.48 154.171 
282.165 0.894271 315.525 141.205 
303.508 0.88035 344.758 163.527 
288.313 0.910865 316.526 130.632 
285.471 0.890475 320.583 145.876 
284.256 0.899141 316.142 138.362 
275.476 0.881972 312.341 147.207 
284.489 0.896512 317.329 140.583 
291.656 0.921686 316.437 122.758 
294.218 0.894116 329.06 147.364 
274.315 0.883934 310.334 145.116 
286.18 0.88879 321.989 147.572 
289.675 0.907229 319.296 134.308 
280.28 0.880217 318.421 151.114 
291.158 0.899547 323.671 141.387 
286.814 0.909735 315.272 130.897 
285.967 0.908149 314.889 131.827 
293.519 0.90416 324.632 138.681 
284.304 0.901604 315.332 136.4 
282.421 0.888948 317.702 145.51 
297.848 0.897783 331.76 146.119 
292.401 0.89706 325.955 144.042 
290.309 0.896837 323.703 143.194 
287.583 0.912432 315.183 128.982 
276.529 0.920179 300.517 117.652 
273.624 0.915079 299.017 120.586 
286.604 0.887741 322.846 148.62 
291.145 0.884832 329.04 153.303 
284.19 0.905498 313.85 133.182 
282.992 0.901095 314.054 136.181 
280.821 0.891425 315.025 142.76 
279.719 0.909093 307.69 128.181 
297.488 0.897833 331.34 145.901 
292.434 0.917685 318.664 126.608 
289.02 0.906956 318.67 134.232 
289.066 0.903473 319.949 137.145 
290.607 0.887144 327.576 151.174 
289.711 0.902031 321.176 138.642 
287.884 0.898508 320.402 140.643 
292.322 0.90805 321.923 134.841 
296.23 0.905211 327.249 139.068 
283.461 0.912072 310.788 127.432 
280.555 0.889036 315.573 144.481 
280.292 0.904904 309.747 131.834 
285.27 0.907809 314.24 131.787 
291.896 0.89661 325.555 144.162 
288.745 0.900598 320.614 139.356 
295.648 0.877466 336.933 161.606 
289.186 0.890375 324.791 147.854 
276.12 0.8766 314.989 151.579 
291.574 0.902567 323.05 139.089 
286.581 0.907065 315.943 133.009 
289.111 0.907785 318.48 133.582 
289.256 0.886972 326.117 150.608 
278.233 0.910126 305.708 126.664 
282.058 0.900484 313.229 136.22 
281.911 0.895341 314.864 140.235 
289.963 0.915883 316.593 127.095 
285.899 0.896955 318.744 140.924 
289.294 0.90529 319.559 135.747 
293.678 0.901519 325.759 140.969 
285.72 0.901995 316.764 136.762 
285.868 0.900621 317.412 137.949 
286.122 0.905451 315.999 134.126 
282.302 0.88197 320.081 150.856 
298.265 0.892669 334.127 150.596 
288.031 0.89699 321.109 141.947 
290.004 0.899594 322.372 140.788 
291.667 0.901996 323.358 139.608 
282.37 0.900081 313.716 136.693 
285.403 0.896059 318.509 141.397 
288.644 0.896287 322.044 142.818 
297.686 0.905233 328.85 139.734 
283.953 0.899478 315.686 137.944 
285.696 0.898089 318.116 139.912 
296.255 0.900408 329.023 143.14 
277.871 0.89532 310.359 138.241 
280.538 0.884313 317.238 148.116 
277.287 0.91285 303.759 124.023 
286.124 0.896628 319.112 141.298 
280.374 0.904977 309.813 131.813 
289.805 0.897953 322.739 142.035 
289.892 0.894633 324.035 144.779 
287.807 0.904307 318.263 135.861 
291.582 0.89657 325.22 144.041 
279.392 0.897574 311.275 137.229 
289.78 0.892059 324.844 146.803 
280.693 0.8926 314.466 141.777 
285.729 0.898935 317.853 139.246 
287.455 0.901664 318.805 137.863 
284.431 0.906654 313.715 132.348 
280.54 0.899678 311.823 136.127 
288.925 0.895364 322.69 143.705 
289.88 0.911011 318.196 131.218 
280.045 0.88653 315.888 146.152 
291.425 0.897218 324.81 143.432 
282.188 0.921104 306.358 119.271 
292.056 0.905344 322.591 136.998 
284.344 0.890559 319.287 145.233 
288.108 0.887615 324.587 149.501 
286.36 0.895568 319.753 142.266 
288.119 0.920574 312.977 122.239 
287.38 0.901375 318.824 138.063 
282.52 0.915405 308.629 124.233 
285.619 0.893757 319.571 143.344 
279.043 0.917139 304.254 121.266 
282.563 0.89366 316.186 141.887 
293.177 0.905156 323.896 137.682 
281.807 0.897593 313.959 138.401 
285.411 0.913023 312.6 127.512 
288.198 0.880788 327.205 154.935 
298.708 0.899246 332.176 145.308 
281.606 0.904139 311.464 133.07 
291.541 0.910903 320.057 132.062 
290.744 0.905558 321.066 136.203 
293.466 0.902139 325.301 140.349 
291.903 0.895294 326.041 145.243 
286.312 0.879779 325.437 154.707 
290.974 0.885201 328.709 152.918 
288.684 0.919626 313.915 123.304 
286.728 0.903318 317.416 136.163 
294.394 0.89804 327.818 144.212 
286.254 0.899058 318.394 139.402 
290.46 0.908812 319.604 133.34 
283.726 0.900538 315.063 136.982 
280.153 0.903901 309.938 132.574 
292.302 0.907256 322.182 135.503 
279.866 0.914348 306.083 123.942 
277.604 0.886455 313.162 144.936 
276.226 0.90032 306.808 133.532 
285.66 0.903378 316.213 135.607 
288.212 0.893749 322.476 144.652 
292.029 0.898072 325.173 143.027 
291.273 0.905953 321.51 136.12 
278.324 0.910564 305.661 126.351 
283.526 0.885956 320.023 148.417 
289.683 0.907208 319.312 134.329 
294.405 0.893255 329.587 148.166 
287.13 0.894888 320.855 143.195 
284.866 0.884057 322.225 150.602 
294.141 0.878782 334.714 159.734 
287.19 0.892995 321.603 144.743 
282.133 0.890586 316.795 144.083 
287.309 0.909016 316.066 131.724 
287.931 0.898262 320.542 140.865 
285.168 0.895871 318.313 141.431 
279.938 0.902572 310.156 133.534 
289.587 0.920368 314.643 123.042 
276.197 0.889341 310.564 142.004 
280.966 0.892682 314.744 141.851 
284.323 0.906197 313.754 132.673 
283.367 0.898514 315.373 138.431 
286.413 0.889712 321.916 146.961 
291.912 0.905235 322.47 137.021 
288.089 0.89285 322.662 145.312 
285.421 0.888198 321.349 147.647 
286.263 0.8912 321.21 145.704 
274.849 0.886774 309.943 143.257 
279.114 0.910488 306.554 126.771 
288.246 0.905695 318.26 134.92 
289.401 0.914674 316.398 127.886 
281.945 0.888897 317.186 145.305 
283.907 0.886153 320.382 148.463 
295.867 0.904099 327.25 139.842 
293.668 0.873882 336.05 163.367 
287.638 0.903317 318.424 136.596 
284.399 0.906896 313.596 132.135 
284.576 0.89581 317.675 141.187 
284.95 0.887244 321.163 148.152 
283.249 0.905092 312.951 133.072 
285.009 0.898527 317.195 139.223 
300.31 0.908053 330.719 138.524 
282.496 0.908106 311.083 130.263 
292.302 0.894037 326.946 146.47 
288.134 0.907543 317.488 133.332 
301.268 0.902739 333.727 143.566 
288.078 0.907856 317.317 133.045 
285.079 0.908539 313.777 131.097 
290.075 0.904017 320.874 137.173 
288.683 0.898974 321.125 140.653 
282.986 0.905823 312.408 132.354 
294.139 0.903666 325.495 139.39 
284.075 0.895895 317.085 140.87 
294.077 0.888423 331.011 151.942 
285.138 0.885483 322.014 149.63 
285.63 0.90911 314.187 130.877 
285.612 0.880521 324.368 153.753 
282.943 0.893995 316.493 141.813 
288.088 0.896174 321.465 142.635 
295.677 0.897047 329.612 145.667 
291.55 0.910463 320.222 132.44 
277.381 0.906954 305.838 128.828 
283.315 0.887975 319.058 146.732 
281.833 0.896206 314.473 139.512 
284.513 0.894433 318.094 142.252 
288.683 0.910397 317.096 131.194 
291.252 0.906822 321.179 135.381 
287.444 0.896586 320.598 141.983 
295.135 0.909805 324.393 134.635 
281.549 0.891538 315.802 143.041 
285.177 0.893973 319 142.95 
284.415 0.896276 317.33 140.734 
278.402 0.907702 306.71 128.7 
300.112 0.901157 333.03 144.366 
292.282 0.890243 328.316 149.543 
284.162 0.88662 320.5 148.231 
283.901 0.901372 314.966 136.395 
287.539 0.886758 324.258 149.883 
284.137 0.890523 319.068 145.156 
286.486 0.894063 320.432 143.535 
293.846 0.877493 334.87 160.6 
289.845 0.900272 321.953 140.155 
284.687 0.898907 316.704 138.761 
288.592 0.894947 322.469 143.877 
284.709 0.903085 315.263 135.394 
291.952 0.889823 328.102 149.715 
286.138 0.90505 316.158 134.464 
282.245 0.900203 313.535 136.535 
295.477 0.898479 328.864 144.376 
286.689 0.902295 317.733 136.981 
285.836 0.886083 322.584 149.526 
307.224 0.897764 342.21 150.736 
292.287 0.910031 321.183 133.143 
275.082 0.895462 307.195 136.745 
287.809 0.896079 321.187 142.573 
287.723 0.896541 320.926 142.157 
288.629 0.908484 317.703 132.774 
301.542 0.899757 335.137 146.251 
281.961 0.901241 312.859 135.567 
285.714 0.905759 315.442 133.682 
290.387 0.902402 321.794 138.659 
285.286 0.926126 308.042 116.198 
274.817 0.898985 305.697 133.889 
272.35 0.898622 303.075 132.966 
289.21 0.886287 326.316 151.129 
283.142 0.891343 317.658 144.003 
287.348 0.8811 326.124 154.234 
287.009 0.896414 320.174 141.907 
297.047 0.898671 330.54 144.983 
280.792 0.917915 305.902 121.375 
296.009 0.894737 330.833 147.748 
294.186 0.885472 332.236 154.388 
300.606 0.897098 335.088 148.052 
284.088 0.902627 314.735 135.469 
286.054 0.901748 317.222 137.123 
280.517 0.894574 313.576 140.143 
280.151 0.909618 307.988 127.953 
285.046 0.908212 313.854 131.351 
295.652 0.897361 329.468 145.394 
286.176 0.899017 318.321 139.397 
289.225 0.916308 315.642 126.406 
288.619 0.916567 314.892 125.919 
287.514 0.894788 321.321 143.467 
272.627 0.917086 297.275 118.52 
293.81 0.883026 332.731 156.159 
290.221 0.888546 326.624 149.851 
289.104 0.902329 320.397 138.106 
288.523 0.919301 313.85 123.518 
284.292 0.909503 312.58 129.939 
284.184 0.897805 316.532 139.398 
286.694 0.8985 319.081 140.068 
285.721 0.884348 323.087 150.826 
288.209 0.917401 314.158 125.024 
285.794 0.904109 316.106 135.073 
290.601 0.898597 323.394 141.897 
289.241 0.886151 326.401 151.253 
283.672 0.897251 316.157 139.59 
286.143 0.888935 321.894 147.438 
293.911 0.904359 324.994 138.699 
288.21 0.900957 319.894 138.805 
281.384 0.888041 316.859 145.68 
279.494 0.880062 317.584 150.808 
292.96 0.901907 324.823 140.301 
287.305 0.884056 324.985 151.892 
288.595 0.900384 320.524 139.459 
290.338 0.920625 315.37 123.136 
281.379 0.89994 312.664 136.325 
292.814 0.898649 325.838 142.935 
275.199 0.875682 314.268 151.756 
285.281 0.897422 317.89 140.245 
292.728 0.9128 320.692 130.973 
300.357 0.903943 332.275 142.099 
283.676 0.915586 309.83 124.589 
290.283 0.89811 323.215 142.14 
295.153 0.897282 328.941 145.213 
288.05 0.909228 316.807 131.886 
288.299 0.906082 318.182 134.624 
292.379 0.886879 329.672 152.309 
297.052 0.899145 330.372 144.588 
288.225 0.909513 316.901 131.728 
291.714 0.901118 323.725 140.359 
293.723 0.888466 330.596 151.725 
276.916 0.907602 305.107 128.094 
282.027 0.897319 314.299 138.726 
283.685 0.897528 316.074 139.375 
284.169 0.907581 313.106 131.466 
281.583 0.898677 313.331 137.43 
290.271 0.900236 322.439 140.39 
291.992 0.893099 326.943 147.079 
293.715 0.895726 327.907 145.79 
291.873 0.907853 321.498 134.801 
288.731 0.904922 319.068 135.788 
285.507 0.90634 315.011 133.108 
292.655 0.890544 328.625 149.49 
297.373 0.894279 332.528 148.809 
287.144 0.90833 316.123 132.219 
284.421 0.898734 316.469 138.77 
285.777 0.888044 321.805 147.952 
280.157 0.896073 312.649 138.787 
292.76 0.902046 324.55 140.089 
288.859 0.89088 324.241 147.283 
292.721 0.900824 324.948 141.087 
281.435 0.904922 311.005 132.357 
280.164 0.889545 314.953 143.886 
292.905 0.913337 320.698 130.59 
291.127 0.894616 325.421 145.409 
297.133 0.904778 328.404 139.862 
281.184 0.897584 313.268 138.102 
283.977 0.89593 316.963 140.794 
280.952 0.896613 313.348 138.755 
288.022 0.890465 323.452 147.187 
288.517 0.899067 320.907 140.496 
267.855 0.901933 296.978 128.258 
288.628 0.898118 321.37 141.324 
290.641 0.909424 319.588 132.907 
281.245 0.897886 313.23 137.893 
288.033 0.887785 324.44 149.326 
284.951 0.900059 316.591 137.96 
290.721 0.876584 331.652 159.608 
282.652 0.893455 316.359 142.094 
289.202 0.905285 319.459 135.708 
289.127 0.889295 325.119 148.688 
281.048 0.907831 309.582 129.819 
291.523 0.907044 321.399 135.321 
275.303 0.888141 309.977 142.456 
282.886 0.894494 316.253 141.391 
286.759 0.911938 314.45 129.027 
293.491 0.898812 326.533 143.131 
286.56 0.9009 318.082 138.056 
292.04 0.902476 323.599 139.387 
286.703 0.897358 319.497 140.996 
276.514 0.894613 309.088 138.114 
291.513 0.903754 322.558 138.072 
276.391 0.914601 302.198 122.196 
281.332 0.905698 310.624 131.681 
293.775 0.912415 321.975 131.773 
284.647 0.897509 317.152 139.863 
288.073 0.914075 315.152 127.808 
282.629 0.904594 312.437 133.184 
287.635 0.906183 317.414 134.23 
287.546 0.879211 327.049 155.817 
300.059 0.891667 336.514 152.337 
282.626 0.911201 310.168 127.777 
282.44 0.913193 309.288 126.044 
279.434 0.908213 307.674 128.765 
290.182 0.906056 320.269 135.525 
288.167 0.894482 322.161 144.04 
282.542 0.885431 319.101 148.309 
294.939 0.910574 323.905 133.885 
282.502 0.89476 315.73 140.988 
287.19 0.906633 316.765 133.65 
290.381 0.900587 322.435 140.155 
276.431 0.892979 309.56 139.333 
287.367 0.891754 322.249 145.825 
289.087 0.890503 324.634 147.701 
294.473 0.899278 327.455 143.222 
282.306 0.907993 310.913 130.268 
292.481 0.903411 323.752 138.817 
292.542 0.90148 324.513 140.456 
284.945 0.910135 313.08 129.713 
285.358 0.899646 317.189 138.491 
299.537 0.904837 331.039 140.942 
297.985 0.891581 334.221 151.356 
274.561 0.892816 307.522 138.515 
285.774 0.912515 313.171 128.101 
294.182 0.897431 327.804 144.613 
292.937 0.894869 327.352 146.106 
291.753 0.901037 323.797 140.445 
292.892 0.89858 325.949 143.03 
287.277 0.89678 320.343 141.745 
275.379 0.893708 308.131 138.243 
284.759 0.900178 316.336 137.771 
284.263 0.886863 320.526 148.094 
292.42 0.902984 323.838 139.145 
277.533 0.898031 309.047 135.96 
286.37 0.893075 320.656 144.266 
278.569 0.909186 306.393 127.579 
277.261 0.894375 310.005 138.671 
282.962 0.897162 315.397 139.311 
294.07 0.911818 322.51 132.421 
287.922 0.899693 320.023 139.697 
289.584 0.906348 319.506 135.001 
290.167 0.905417 320.479 136.05 
290.514 0.895826 324.297 144.119 
281.593 0.901522 312.352 135.165 
283.926 0.887746 319.828 147.228 
296.38 0.890204 332.934 151.672 
285.841 0.898644 318.081 139.535 
284.291 0.890131 319.381 145.543 
287.484 0.912577 315.025 128.815 
285.845 0.919232 310.961 122.43 
275.104 0.908867 302.689 126.247 
279.34 0.924841 302.041 114.883 
283.789 0.897063 316.354 139.797 
286.168 0.892636 320.588 144.514 
284.447 0.920141 309.134 121.053 
276.908 0.886599 312.326 144.463 
286.417 0.898989 318.599 139.537 
292.613 0.898279 325.748 143.142 
284.978 0.898939 317.015 138.876 
285.378 0.914494 312.061 126.26 
281.336 0.907988 309.845 129.824 
287.46 0.904544 317.795 135.502 
277.382 0.892819 310.681 139.935 
286.796 0.882091 325.132 153.163 
293.873 0.91233 322.112 131.891 
283.382 0.897168 315.863 139.513 
290.116 0.895551 323.952 144.145 
280.732 0.905988 309.863 131.166 
286.491 0.882183 324.752 152.928 
289.218 0.906564 319.027 134.651 
287.902 0.891852 322.814 146.018 
281.3 0.895031 314.291 140.175 
288.02 0.890414 323.467 147.226 
288.907 0.914139 316.042 128.123 
283.987 0.892095 318.338 143.841 
288.269 0.906165 318.119 134.541 
287.259 0.898059 319.867 140.702 
289.078 0.905045 319.407 135.849 
297.083 0.91029 326.361 135.104 
283.836 0.907567 312.743 131.323 
285.93 0.904053 316.276 135.183 
279.393 0.905554 308.533 130.889 
291.091 0.892498 326.153 147.112 
299.82 0.905227 331.209 140.74 
282.826 0.897453 315.143 139.013 
288.167 0.900071 320.16 139.508 
288.651 0.896217 322.077 142.879 
282.573 0.89907 314.295 137.6 
289.015 0.887503 325.649 150.06 
280.747 0.898679 312.4 137.021 
291.462 0.889739 327.581 149.531 
289.94 0.897022 323.226 142.861 
280.078 0.906518 308.96 130.432 
280.992 0.904609 310.623 132.401 
286.505 0.894143 320.424 143.48 
294.905 0.916326 321.835 128.874 
281.534 0.896855 313.913 138.851 
275.888 0.897883 307.265 135.269 
284.523 0.901652 315.558 136.467 
293.172 0.890394 329.261 149.876 
287.734 0.898186 320.35 140.831 
282.713 0.893088 316.556 142.413 
279.198 0.881024 316.901 149.917 
285.76 0.900461 317.348 138.027 
290.709 0.899832 323.07 140.935 
287.466 0.905657 317.412 134.586 
294.235 0.905611 324.903 137.794 
279.247 0.906643 308.001 129.945 
284.277 0.895619 317.408 141.19 
287.871 0.900601 319.643 138.931 
288.743 0.894417 322.829 144.38 
289.785 0.900898 321.663 139.612 
282.292 0.892668 316.234 142.532 
289.976 0.896194 323.564 143.553 
277.919 0.897323 309.721 136.703 
287.628 0.904527 317.987 135.595 
287.672 0.9015 319.104 138.101 
285.022 0.890017 320.243 146.007 
284.91 0.913122 312.018 127.205 
290.246 0.89624 323.849 143.649 
282.439 0.901806 313.192 135.343 
291.636 0.905307 322.141 136.832 
288.414 0.925118 311.759 118.369 
281.451 0.894891 314.508 140.36 
292.257 0.895649 326.308 145.129 
290.327 0.902313 321.759 138.704 
277.71 0.890061 312.012 142.228 
283.427 0.905638 312.959 132.71 
288.734 0.880285 328 155.618 
291.862 0.891904 327.235 147.984 
282.383 0.902418 312.918 134.824 
288.688 0.915597 315.301 126.782 
286.641 0.899123 318.801 139.538 
283.815 0.898307 315.945 138.816 
280.535 0.908474 308.798 129.06 
287.107 0.902273 318.204 137.198 
276.796 0.903518 306.354 131.288 
283.154 0.898423 315.168 138.401 
282.216 0.890367 316.966 144.297 
281.438 0.896036 314.092 139.451 
285.992 0.89768 318.59 140.386 
287.321 0.899069 319.576 139.913 
281.024 0.911493 308.312 126.813 
292.559 0.902805 324.055 139.36 
285.176 0.885583 322.02 149.572 
289.5 0.899758 321.753 140.41 
297.636 0.906044 328.501 139.016 
269.428 0.925952 290.974 109.884 
281.036 0.900201 312.193 135.952 
291.866 0.900657 324.059 140.814 
278.36 0.902738 308.351 132.65 
291.566 0.887321 328.591 151.53 
299.231 0.901809 331.812 143.388 
282.573 0.898201 314.599 138.293 
291.235 0.898518 324.128 142.271 
274.746 0.899289 305.514 133.618 
286.317 0.908073 315.301 132.052 
290.091 0.900007 322.321 140.492 
291.871 0.903778 322.945 138.221 
288.936 0.899712 321.143 140.174 
284.47 0.896249 317.401 140.783 
295.996 0.899901 328.92 143.44 
286.262 0.892894 320.6 144.356 
287.019 0.907729 316.194 132.661 
283.793 0.897019 316.374 139.835 
282.875 0.894835 316.12 141.115 
281.569 0.894956 314.618 140.368 
288.328 0.892617 323.014 145.62 
279.981 0.914617 306.118 123.77 
279.879 0.910337 307.446 127.242 
274.464 0.902911 303.976 130.657 
288.883 0.899104 321.301 140.645 
286.814 0.909511 315.349 131.084 
277.94 0.880236 315.756 149.837 
280 0.906757 308.793 130.203 
273.194 0.881799 309.815 146.116 
286.987 0.888092 323.149 148.541 
285.831 0.894764 319.448 142.646 
285.415 0.894608 319.039 142.563 
284.269 0.887193 320.413 147.838 
284.744 0.909274 313.156 130.335 
287.601 0.892494 322.244 145.352 
290.783 0.914127 318.1 128.967 
286.261 0.904262 316.569 135.168 
299.805 0.892931 335.754 151.154 
283.595 0.899596 315.247 137.675 
282.725 0.920374 307.185 120.121 
293.714 0.896326 327.686 145.295 
290.413 0.893274 325.111 146.142 
290.653 0.903014 321.869 138.278 
286.897 0.90045 318.615 138.585 
291.42 0.885856 328.97 152.629 
296.048 0.888641 333.147 152.782 
290.982 0.903907 321.916 137.693 
284.538 0.902227 315.373 136.008 
282.134 0.903794 312.166 133.597 
297.635 0.910392 326.931 135.266 
280.26 0.909027 308.307 128.483 
282.568 0.900877 313.659 136.152 
289.838 0.900437 321.886 140.016 
282.393 0.905018 312.031 132.73 
290.621 0.911794 318.735 130.888 
288.315 0.905473 318.414 135.136 
289.698 0.905428 319.957 135.822 
280.45 0.906775 309.282 130.398 
283.068 0.892691 317.095 142.905 
289.08 0.893985 323.36 144.896 
294.066 0.891248 329.949 149.637 
288.939 0.887529 325.554 150 
292.035 0.897994 325.208 143.094 
293.549 0.900331 326.046 141.897 
289.469 0.904113 320.169 136.806 
287.339 0.893437 321.611 144.464 
297.058 0.91913 323.195 127.324 
279.093 0.906615 307.841 129.896 
283.923 0.901669 314.886 136.166 
286.47 0.894766 320.162 142.963 
283.793 0.889208 319.152 146.013 
292.282 0.878688 332.634 158.798 
296.253 0.908756 325.999 136.049 
284.085 0.899375 315.869 138.091 
291.174 0.908872 320.369 133.618 
293.791 0.893218 328.912 147.887 
294.234 0.893299 329.379 148.043 
290.464 0.896111 324.138 143.863 
285.781 0.894063 319.643 143.181 
277.32 0.887818 312.361 143.746 
279.188 0.904378 308.707 131.735 
283.799 0.908856 312.26 130.247 
299.737 0.899405 333.262 145.674 
299.533 0.911374 328.661 135.27 
283.091 0.916117 309.012 123.886 
284.638 0.894716 318.132 142.089 
284.253 0.910165 312.309 129.373 
288.559 0.895164 322.353 143.685 
282.711 0.895582 315.673 140.442 
284.156 0.887638 320.126 147.432 
289.293 0.888131 325.732 149.703 
287.491 0.894012 321.574 144.079 
295.61 0.910089 324.814 134.607 
280.648 0.906792 309.495 130.476 
290.259 0.909074 319.291 133.028 
296.026 0.904738 327.195 139.375 
282.067 0.899103 313.72 137.327 
288.336 0.896214 321.726 142.725 
280.433 0.911704 307.592 126.373 
284.209 0.893723 318.005 142.663 
280.308 0.907335 308.935 129.879 
282.526 0.901809 313.288 135.383 
285.869 0.910101 314.106 130.162 
283.369 0.881919 321.309 151.465 
277.59 0.893715 310.602 139.347 
289.058 0.917141 315.173 125.616 
285.05 0.913456 312.057 126.988 
282.193 0.898745 313.986 137.674 
286.362 0.888891 322.157 147.586 
293.526 0.918642 319.522 126.24 
282.446 0.909894 310.416 128.774 
286.962 0.90731 316.278 132.983 
287.73 0.898492 320.237 140.581 
285.016 0.890158 320.185 145.893 
293.303 0.902583 324.959 139.9 
286.567 0.898064 319.094 140.359 
293.154 0.892182 328.581 148.412 
296.69 0.897446 330.594 145.833 
288.478 0.895782 322.04 143.145 
291.864 0.905185 322.436 137.041 
293.243 0.898107 326.512 143.592 
289.306 0.907326 318.856 134.056 
286.161 0.90276 316.985 136.349 
288.891 0.904596 319.36 136.133 
288.404 0.894826 322.302 143.881 
279.844 0.870176 321.595 158.463 
287.231 0.909604 315.775 131.197 
283.796 0.90107 314.955 136.587 
280.906 0.890232 315.543 143.732 
290.156 0.894911 324.23 144.686 
289.928 0.912354 317.78 130.1 
291.431 0.896545 325.061 143.987 
296.084 0.898691 329.461 144.496 
274.556 0.893225 307.375 138.199 
296.701 0.894356 331.749 148.41 
279.531 0.896637 311.755 138.035 
293.872 0.910287 322.834 133.646 
290.159 0.904734 320.712 136.616 
281.239 0.894692 314.341 140.411 
284.709 0.897398 317.261 139.982 
288.402 0.889398 324.267 148.234 
292.053 0.892003 327.412 148 
277.758 0.897287 309.553 136.651 
286.517 0.907423 315.748 132.683 
281.623 0.903488 311.706 133.601 
279.813 0.910734 307.239 126.888 
294.687 0.897566 328.318 144.749 
285.43 0.896083 318.53 141.391 
284.374 0.89628 317.283 140.711 
290.759 0.911693 318.923 131.037 
281.506 0.905422 310.912 131.986 
280.48 0.900281 311.547 135.62 
282.202 0.91029 310.013 128.336 
283.138 0.895409 316.211 140.791 
280.218 0.905967 309.302 130.942 
283.134 0.895972 316.007 140.342 
283.649 0.918678 308.757 121.961 
288.574 0.911379 316.635 130.317 
276.601 0.896328 308.593 136.827 
295.612 0.890508 331.959 151.031 
289.012 0.908347 318.173 133.065 
289.569 0.905898 319.649 135.37 
298.4 0.912782 326.913 133.527 
290.642 0.905662 320.917 136.069 
282.072 0.909655 310.087 128.799 
295.181 0.907749 325.179 136.417 
286.29 0.884466 323.687 151.034 
291.156 0.899584 323.656 141.356 
286.528 0.902479 317.49 136.753 
288.415 0.89083 323.759 147.096 
284.127 0.908404 312.776 130.77 
286.565 0.903347 317.226 136.062 
288.911 0.897924 321.754 141.62 
271.848 0.89487 303.785 135.587 
277.532 0.876276 316.717 152.597 
279.59 0.891033 313.783 142.438 
283.553 0.900219 314.983 137.155 
286.48 0.90742 315.709 132.669 
275.875 0.916513 301.005 120.404 
287.462 0.9031 318.306 136.69 
282.791 0.896911 315.294 139.426 
294.135 0.893714 329.115 147.653 
287.489 0.88631 324.367 150.212 
299.326 0.899025 332.945 145.796 
289.136 0.892264 324.048 146.312 
286.211 0.906967 315.57 132.919 
295.406 0.902601 327.284 140.889 
295.453 0.900826 327.98 142.402 
288.863 0.896894 322.07 142.434 
292.946 0.90306 324.393 139.332 
285.381 0.910333 313.491 129.747 
285.98 0.902561 316.854 136.426 
285.482 0.903741 315.889 135.226 
295.152 0.904333 326.375 139.306 
280.87 0.880666 318.929 151.089 
282.256 0.893201 316.005 142.094 
281.587 0.902282 312.083 134.553 
289.736 0.897477 322.834 142.389 
274.437 0.894468 306.816 137.187 
279.836 0.896465 312.155 138.32 
290.271 0.898739 322.976 141.62 
287.049 0.901746 318.325 137.601 
295.05 0.900302 327.724 142.647 
293.53 0.893976 328.343 147.135 
282.619 0.916392 308.404 123.449 
285.799 0.895278 319.229 142.219 
292.504 0.896996 326.093 144.146 
285.12 0.893153 319.228 143.574 
285.811 0.890668 320.895 145.896 
290.353 0.895925 324.082 143.959 
277.918 0.903585 307.572 131.767 
