p(MeV) beta E(MeV) m(MeV)
284.103 0.89965 315.792 137.878 
295.677 0.889437 332.432 151.941 
285.017 0.916802 310.882 124.148 
284.791 0.916652 310.686 124.177 
286.604 0.902208 317.669 137.011 
292.038 0.887637 329.006 151.522 
292.826 0.907952 322.512 135.156 
283.058 0.903798 313.187 134.031 
285.524 0.898069 317.931 139.843 
293.402 0.900643 325.769 141.566 
289.443 0.899712 321.707 140.42 
293.71 0.899367 326.574 142.776 
288.481 0.900865 320.227 139.01 
283.885 0.911355 311.498 128.219 
282.068 0.896018 314.802 139.778 
296.187 0.887617 333.688 153.691 
283.041 0.898973 314.849 137.905 
290.618 0.877579 331.159 158.768 
279.804 0.884338 316.399 147.71 
279.739 0.899779 310.898 135.659 
292.246 0.886456 329.679 152.58 
278.271 0.898778 309.61 135.734 
293.248 0.901833 325.169 140.501 
283.245 0.900853 314.419 136.497 
284.19 0.907122 313.287 131.853 
290.858 0.894675 325.099 145.227 
288.362 0.895772 321.914 143.095 
281.669 0.905789 310.966 131.765 
288.709 0.889973 324.402 147.931 
281.965 0.888638 317.3 145.517 
292.952 0.888551 329.696 151.257 
289.052 0.915948 315.577 126.64 
289.821 0.887475 326.568 150.501 
283.055 0.882531 320.731 150.825 
280.849 0.906606 309.781 130.721 
280.503 0.896635 312.84 138.516 
284.568 0.878843 323.799 154.488 
281.396 0.891557 315.623 142.948 
276.069 0.908258 303.955 127.178 
280.632 0.907278 309.312 130.076 
290.772 0.905105 321.258 136.595 
288.845 0.886425 325.855 150.829 
285.944 0.907759 315 132.14 
301.441 0.92161 327.081 126.946 
277.769 0.90648 306.426 129.388 
293.165 0.900564 325.535 141.518 
291.143 0.908906 320.322 133.575 
284.092 0.898232 316.279 139.011 
295.778 0.890566 332.123 151.067 
288.675 0.903474 319.517 136.959 
294.55 0.906356 324.982 137.309 
283.478 0.907842 312.255 130.932 
294.915 0.904492 326.056 139.06 
287.265 0.90635 316.947 133.919 
290.397 0.894703 324.573 144.974 
290.401 0.890978 325.936 147.99 
284.547 0.886046 321.143 148.881 
291.658 0.899466 324.257 141.697 
284.235 0.901033 315.455 136.829 
287.593 0.891803 322.485 145.9 
281.537 0.89525 314.479 140.12 
285.842 0.913357 312.958 127.424 
297.346 0.901314 329.903 142.903 
287.975 0.896114 321.36 142.627 
293.754 0.896642 327.616 145.054 
287.513 0.894481 321.43 143.713 
289.64 0.88664 326.672 151.072 
290.861 0.898953 323.556 141.732 
295.424 0.900027 328.239 143.058 
278.361 0.901648 308.725 133.514 
279.987 0.908006 308.354 129.187 
282.512 0.898985 314.256 137.638 
292.105 0.900222 324.482 141.29 
289.208 0.903031 320.264 137.578 
289.564 0.914009 316.807 128.527 
283.597 0.906827 312.735 131.818 
278.968 0.891196 313.026 141.994 
296.952 0.895436 331.628 147.637 
292.637 0.902267 324.336 139.846 
290.288 0.897406 323.474 142.718 
288.569 0.908848 317.511 132.443 
285.384 0.897607 317.939 140.147 
277.747 0.909053 305.534 127.31 
301.055 0.910543 330.633 136.689 
287.053 0.907067 316.463 133.227 
280.69 0.892514 314.494 141.843 
284.047 0.899747 315.697 137.774 
295.08 0.900354 327.738 142.618 
289.564 0.914125 316.766 128.427 
286.042 0.899251 318.089 139.143 
290.109 0.889406 326.183 149.104 
292.087 0.908136 321.633 134.66 
284.886 0.903345 315.368 135.266 
293.904 0.892228 329.405 148.754 
298.651 0.892879 334.481 150.615 
289.083 0.901456 320.685 138.815 
285.907 0.906139 315.523 133.46 
269.609 0.90608 297.556 125.898 
288.444 0.917002 314.551 125.469 
280.054 0.915097 306.037 123.404 
288.12 0.905079 318.337 135.371 
280.214 0.893762 313.522 140.628 
275.928 0.893642 308.768 138.569 
292.657 0.887596 329.719 151.876 
285.534 0.893969 319.4 143.132 
292.898 0.892275 328.259 148.207 
299.013 0.904257 330.673 141.193 
282.413 0.896109 315.154 139.876 
278.695 0.917636 303.71 120.701 
289.337 0.898142 322.15 141.652 
295.292 0.909342 324.731 135.104 
281.069 0.907123 309.846 130.404 
284.855 0.903362 315.327 135.237 
285.826 0.894963 319.372 142.484 
281.545 0.904032 311.433 133.127 
294.557 0.903379 326.062 139.83 
284.702 0.902068 315.611 136.216 
291.848 0.889801 327.992 149.679 
285.105 0.91225 312.53 128.022 
285.594 0.891859 320.223 144.841 
285.44 0.90977 313.749 130.241 
291.302 0.902609 322.733 138.924 
296.853 0.913985 324.79 131.783 
283.96 0.883076 321.558 150.885 
288.429 0.908475 317.487 132.691 
290.116 0.904747 320.66 136.585 
288.475 0.903964 319.122 136.459 
287.434 0.89899 319.73 140.032 
288.946 0.896969 322.136 142.414 
286.437 0.881249 325.035 153.629 
294.971 0.89043 331.268 150.767 
285.845 0.907671 314.921 132.167 
286.958 0.905515 316.901 134.466 
283.601 0.889582 318.803 145.621 
293.483 0.89872 326.556 143.202 
275.356 0.887223 310.357 143.18 
289.35 0.900399 321.358 139.812 
291.03 0.888187 327.668 150.558 
292.196 0.915248 319.253 128.624 
291.828 0.890193 327.825 149.352 
285.923 0.890118 321.219 146.389 
288.207 0.912561 315.822 129.153 
291.07 0.876418 332.113 159.929 
269.607 0.896077 300.875 133.558 
280.485 0.884031 317.28 148.306 
289.931 0.905756 320.098 135.657 
292.604 0.903743 323.769 138.597 
288.868 0.88684 325.728 150.511 
289.28 0.90576 319.378 135.349 
285.161 0.91634 311.196 124.603 
289.452 0.901751 320.989 138.75 
293.479 0.903862 324.694 138.912 
282.464 0.913827 309.1 125.526 
286.228 0.898791 318.459 139.605 
280.684 0.890009 315.373 143.792 
295.95 0.920944 321.355 125.23 
287.412 0.887747 323.755 149.035 
283.732 0.907457 312.667 131.365 
285.985 0.905616 315.79 133.927 
290.234 0.897116 323.519 142.929 
289.226 0.899105 321.682 140.811 
288.69 0.903135 319.653 137.245 
284.903 0.901665 315.974 136.638 
276.491 0.910178 303.777 125.83 
293.894 0.892637 329.243 148.415 
282.505 0.893529 316.167 141.961 
284.634 0.899764 316.343 138.045 
283.96 0.906465 313.261 132.284 
273.759 0.893574 306.364 137.532 
284.366 0.888359 320.103 146.975 
290.775 0.899583 323.233 141.172 
284.29 0.900351 315.755 137.406 
291.557 0.907967 321.11 134.559 
287.738 0.89404 321.84 144.18 
298.877 0.891618 335.207 151.778 
286.095 0.902802 316.896 136.283 
285.477 0.896864 318.305 140.789 
280.522 0.90737 309.159 129.95 
294.19 0.895425 328.548 146.274 
295.242 0.909342 324.676 135.081 
290.914 0.888832 327.3 149.979 
286.15 0.899921 317.973 138.653 
294.094 0.901968 326.059 140.793 
289.245 0.892109 324.226 146.492 
279.845 0.886067 315.828 146.404 
279.697 0.90887 307.742 128.353 
293.562 0.910226 322.515 133.557 
282.838 0.8978 315.035 138.743 
281.498 0.884063 318.414 148.817 
288.232 0.878323 328.162 156.884 
287.947 0.891693 322.922 146.168 
295.188 0.912814 323.382 132.061 
285.61 0.892633 319.963 144.235 
278.588 0.888751 313.46 143.687 
282.878 0.911498 310.344 127.646 
285.051 0.89798 317.436 139.683 
301.382 0.900765 334.584 145.312 
277.006 0.89833 308.356 135.467 
291.509 0.883777 329.844 154.337 
280.708 0.897831 312.651 137.673 
292.185 0.906691 322.255 135.926 
273.902 0.892732 306.814 138.247 
283.387 0.88474 320.306 149.29 
281.81 0.889752 316.728 144.569 
288.304 0.906639 317.993 134.164 
282.534 0.879922 321.09 152.556 
281.457 0.896766 313.858 138.884 
286.548 0.903278 317.231 136.11 
279.923 0.902348 310.216 133.705 
290.066 0.890528 325.723 148.181 
295.143 0.914104 322.877 130.92 
292.002 0.893497 326.808 146.759 
288.804 0.894809 322.755 144.094 
279.951 0.910961 307.314 126.765 
278.89 0.898209 310.496 136.484 
292.86 0.904119 323.918 138.403 
280.565 0.90769 309.098 129.71 
281.711 0.888715 316.987 145.326 
277.224 0.913725 303.4 123.282 
294.277 0.891358 330.145 149.654 
272.326 0.908877 299.629 124.964 
290.761 0.904896 321.32 136.764 
283.311 0.889662 318.448 145.41 
298.169 0.914891 325.906 131.568 
284.286 0.90279 314.898 135.432 
284.982 0.901633 316.073 136.703 
289.982 0.899629 322.335 140.749 
288.287 0.879699 327.711 155.837 
276.237 0.895399 308.508 137.368 
290.83 0.889664 326.899 149.268 
294.349 0.888073 331.447 152.367 
291.759 0.896996 325.263 143.779 
300.511 0.909629 330.367 137.241 
292.574 0.895953 326.551 145.037 
279.68 0.90536 308.916 131.179 
288.777 0.895318 322.541 143.669 
286.659 0.900426 318.359 138.489 
282.599 0.893942 316.127 141.682 
289.422 0.903143 320.461 137.587 
284.249 0.90591 313.772 132.873 
295.767 0.898135 329.313 144.805 
288.485 0.904137 319.072 136.321 
287.365 0.901839 318.643 137.677 
277.246 0.903862 306.735 131.229 
287.77 0.888167 324.004 148.886 
284.833 0.897074 317.514 140.303 
291.877 0.92143 316.765 123.078 
304.457 0.867237 351.065 174.794 
292.603 0.894353 327.167 146.362 
284.038 0.912227 311.367 127.562 
290.366 0.912501 318.209 130.171 
293.014 0.888634 329.736 151.223 
283.93 0.895556 317.044 141.068 
287.585 0.906546 317.232 133.906 
276.477 0.906676 304.934 128.63 
279.413 0.90553 308.563 130.918 
289.127 0.897966 321.98 141.692 
292.292 0.911921 320.523 131.532 
288.974 0.902411 320.224 137.977 
277.413 0.90321 307.141 131.825 
283.043 0.888819 318.448 145.931 
282.329 0.909619 310.382 128.946 
275.701 0.880863 312.99 148.16 
283.218 0.903715 313.393 134.174 
285.494 0.912419 312.898 128.056 
295.792 0.895822 330.19 146.741 
285.835 0.904546 315.999 134.734 
284.182 0.884914 321.141 149.573 
292.753 0.899505 325.46 142.196 
288.111 0.906854 317.704 133.895 
288.449 0.905716 318.477 134.998 
287.893 0.90161 319.309 138.117 
288.833 0.91509 315.634 127.279 
291.419 0.892214 326.624 147.508 
280.116 0.876501 319.584 153.848 
288.085 0.904134 318.631 136.135 
277.146 0.904973 306.248 130.299 
303.602 0.89304 339.965 152.977 
286.478 0.90191 317.635 137.194 
297.479 0.899633 330.667 144.385 
282.597 0.896809 315.114 139.412 
302.39 0.903635 334.638 143.327 
298.676 0.899129 332.184 145.392 
285.01 0.907026 314.225 132.312 
281.547 0.908772 309.81 129.282 
283.413 0.905191 313.097 133.068 
291.411 0.919627 316.88 124.468 
277.185 0.91012 304.559 126.192 
288.388 0.898818 320.853 140.637 
291.091 0.895612 325.019 144.58 
272.513 0.908929 299.817 125.009 
284.429 0.900413 315.887 137.422 
304.488 0.889744 342.22 156.21 
283.394 0.910164 311.366 128.983 
281.22 0.898033 313.151 137.764 
291.964 0.910328 320.724 132.743 
280.12 0.879548 318.481 151.536 
290.473 0.895217 324.472 144.595 
285.736 0.890429 320.897 146.047 
284.76 0.90984 312.978 129.873 
291.185 0.914102 318.548 129.166 
292.182 0.904594 322.998 137.686 
287.678 0.922727 311.769 120.172 
288.172 0.900404 320.047 139.238 
288.079 0.905334 318.202 135.14 
282.526 0.909874 310.511 128.826 
287.86 0.908788 316.752 132.167 
293.582 0.904418 324.608 138.494 
286.167 0.916599 312.205 124.822 
284.39 0.896072 317.374 140.885 
283.951 0.896027 316.9 140.704 
286.308 0.899921 318.148 138.729 
286.172 0.896647 319.158 141.306 
284.007 0.910432 311.947 129.039 
286.841 0.9009 318.394 138.191 
283.857 0.898241 316.014 138.889 
293.993 0.914553 321.461 130.02 
281.565 0.900739 312.593 135.778 
300.653 0.909806 330.459 137.152 
281.719 0.897976 313.727 138.054 
281.515 0.898209 313.418 137.768 
295.742 0.90469 326.898 139.282 
292.168 0.895594 326.228 145.13 
285.473 0.89441 319.175 142.75 
291.265 0.895887 325.113 144.442 
295.842 0.901377 328.211 142.127 
286.94 0.895427 320.451 142.667 
294.808 0.884846 333.174 155.221 
277.675 0.908833 305.529 127.455 
279.788 0.890376 314.236 143.048 
270.94 0.898536 301.535 132.343 
289.351 0.902886 320.473 137.765 
291.768 0.909402 320.835 133.441 
290.817 0.889734 326.858 149.204 
300.698 0.91088 330.118 136.23 
285.608 0.902598 316.429 136.217 
284.21 0.890729 319.076 145.031 
285.874 0.903419 316.435 135.674 
290.173 0.911745 318.262 130.728 
283.639 0.909863 311.738 129.343 
296.647 0.90276 328.601 141.346 
288.663 0.901433 320.227 138.632 
297.561 0.909921 327.019 135.642 
280.634 0.899611 311.951 136.226 
279.444 0.90007 310.469 135.285 
287.346 0.897383 320.205 141.291 
286.004 0.910875 313.988 129.577 
284.389 0.901793 315.36 136.288 
287.668 0.893841 321.833 144.305 
295.752 0.89201 331.557 149.869 
290.435 0.914143 317.713 128.798 
289.255 0.88082 328.393 155.478 
293.605 0.889454 330.096 150.862 
284.732 0.906889 313.966 132.295 
284.413 0.887691 320.396 147.523 
285.011 0.881591 323.292 152.599 
298.885 0.895296 333.839 148.716 
279.772 0.904322 309.373 132.056 
285.752 0.905961 315.413 133.534 
284.703 0.903188 315.22 135.307 
283.983 0.897531 316.404 139.519 
293.128 0.899397 325.916 142.468 
296.561 0.893938 331.747 148.686 
285.334 0.914886 311.879 125.909 
286.104 0.891932 320.769 145.042 
300.586 0.904853 332.193 141.423 
281.373 0.916721 306.934 122.628 
285.837 0.907385 315.012 132.4 
284.437 0.893991 318.166 142.565 
288.943 0.886951 325.771 150.462 
283.991 0.906502 313.282 132.268 
292.607 0.903267 323.943 138.997 
285.292 0.909354 313.73 130.519 
279.723 0.892325 313.477 141.502 
293.453 0.898984 326.427 142.969 
293.468 0.882475 332.551 156.419 
281.492 0.870653 323.311 159.036 
289.224 0.911379 317.348 130.61 
285.992 0.902752 316.801 136.276 
296.241 0.91506 323.74 130.57 
293.002 0.906632 323.177 136.356 
295.364 0.890355 331.737 151.029 
281.117 0.898109 313.01 137.654 
292.422 0.90096 324.567 140.83 
275.986 0.900267 306.56 133.457 
281.814 0.891739 316.028 143.019 
289.442 0.896934 322.701 142.687 
285.51 0.902756 316.265 136.042 
278.423 0.910827 305.682 126.182 
292.902 0.921326 317.913 123.602 
294.535 0.897544 328.157 144.692 
289.863 0.901836 321.414 138.876 
279.513 0.896251 311.869 138.328 
290.852 0.897288 324.146 143.093 
279.288 0.890667 313.571 142.567 
277.28 0.889863 311.599 142.16 
288.21 0.892322 322.989 145.797 
292.759 0.898914 325.681 142.689 
281.616 0.896665 314.071 139.042 
286.801 0.891392 321.745 145.825 
285.522 0.89935 317.476 138.809 
281.169 0.904864 310.731 132.278 
282.516 0.897502 314.781 138.822 
284.582 0.90547 314.292 133.389 
279.648 0.905566 308.811 130.999 
283.004 0.913678 309.741 125.89 
299.036 0.88206 339.02 159.725 
289.865 0.8951 323.835 144.386 
294.382 0.893657 329.413 147.824 
286.485 0.886117 323.303 149.839 
286.854 0.905963 316.628 134.047 
283.739 0.887886 319.567 147.021 
284.08 0.910598 311.97 128.935 
286.294 0.891511 321.133 145.473 
279.82 0.89812 311.562 137.01 
291.935 0.896596 325.604 144.193 
280.74 0.902356 311.119 134.089 
288.184 0.893664 322.475 144.707 
287.183 0.891984 321.96 145.547 
291.028 0.897774 324.167 142.781 
301.85 0.908864 332.118 138.524 
289.074 0.887593 325.683 150.019 
282.66 0.890524 317.409 144.401 
293.388 0.90194 325.286 140.478 
290.043 0.901685 321.668 139.087 
280.285 0.910057 307.986 127.655 
286.427 0.89639 319.533 141.638 
292.826 0.907122 322.808 135.859 
280.298 0.902403 310.612 133.841 
284.532 0.913764 311.385 126.499 
283.035 0.903376 313.308 134.362 
294.575 0.901915 326.611 141.068 
287.804 0.902979 318.727 136.952 
285.511 0.897575 318.091 140.234 
278.798 0.891775 312.632 141.46 
295.269 0.898502 328.623 144.255 
286.086 0.90224 317.084 136.738 
290.557 0.903207 321.695 138.073 
286.741 0.890408 322.034 146.578 
295.336 0.900927 327.814 142.262 
289.478 0.903844 320.274 137.033 
285.069 0.892708 319.331 143.902 
286.64 0.904009 317.077 135.555 
288.709 0.907984 317.967 133.229 
285.521 0.908042 314.436 131.711 
282.772 0.882986 320.245 150.323 
299.294 0.893844 334.839 150.134 
286.757 0.907257 316.071 132.932 
292.776 0.905788 323.228 136.962 
283.6 0.897746 315.903 139.159 
289.537 0.8957 323.253 143.737 
292.149 0.893661 326.913 146.7 
282.751 0.878172 321.977 154.016 
279.744 0.885124 316.05 147.075 
284.353 0.887344 320.454 147.764 
283.824 0.908138 312.534 130.849 
283.379 0.896998 315.919 139.647 
286.179 0.903692 316.678 135.596 
297.479 0.921058 322.975 125.775 
289.941 0.904553 320.535 136.664 
276.847 0.896194 308.914 137.054 
284.686 0.90525 314.484 133.618 
284.097 0.89784 316.422 139.328 
293.88 0.890605 329.978 150.067 
288.423 0.893428 322.827 145.016 
293.83 0.897857 327.257 144.087 
283.546 0.899374 315.27 137.83 
290.122 0.890415 325.828 148.3 
290.568 0.89575 324.385 144.208 
288.583 0.90046 320.484 139.391 
288.243 0.889516 324.045 148.057 
286.964 0.898443 319.402 140.246 
291.756 0.909455 320.803 133.391 
292.854 0.902337 324.55 139.891 
283.322 0.913737 310.069 125.983 
302.678 0.886173 341.556 158.261 
279.087 0.891695 312.985 141.669 
281.612 0.901463 312.395 135.222 
293.651 0.895197 328.029 146.193 
293.364 0.885293 331.375 154.101 
287.27 0.897958 319.914 140.789 
294.972 0.901855 327.072 141.308 
295.599 0.903408 327.204 140.299 
296.798 0.903343 328.555 140.924 
284.617 0.89668 317.412 140.512 
292.901 0.887681 329.962 151.934 
282.105 0.906652 311.15 131.268 
283.253 0.90808 311.925 130.633 
278.921 0.900584 309.711 134.626 
291.73 0.8967 325.337 144.007 
283.706 0.90569 313.249 132.799 
293.859 0.897068 327.577 144.754 
284.706 0.895171 318.046 141.761 
291.032 0.897807 324.159 142.756 
295.978 0.90878 325.687 135.901 
288.223 0.89624 321.591 142.648 
281.932 0.909088 310.127 129.2 
284.391 0.89165 318.949 144.397 
282.732 0.900004 314.146 136.93 
286.272 0.901527 317.541 137.407 
285.005 0.91352 311.985 126.913 
285.822 0.900188 317.514 138.278 
289.233 0.89746 322.28 142.156 
288.334 0.909286 317.099 131.968 
286.788 0.916923 312.772 124.816 
287.107 0.912367 314.683 128.823 
281.997 0.903464 312.129 133.798 
295.246 0.902276 327.224 141.086 
282.906 0.89858 314.836 138.153 
293.6 0.893542 328.58 147.526 
285.693 0.899169 317.731 139.04 
299.146 0.90534 330.424 140.326 
283.146 0.893829 316.779 142.046 
278.302 0.917042 303.478 121.024 
287.356 0.901871 318.622 137.647 
299.426 0.896394 334.034 148.063 
286.478 0.892155 321.108 145.054 
283.848 0.907835 312.664 131.109 
284.129 0.891573 318.683 144.324 
288.691 0.909501 317.417 131.95 
277.091 0.900654 307.655 133.688 
285.751 0.895588 319.065 141.947 
289.885 0.90023 322.012 140.208 
293.55 0.891248 329.37 149.375 
296.734 0.889455 333.613 152.469 
288.484 0.889233 324.419 148.407 
295.397 0.915316 322.727 129.974 
284.891 0.901236 316.112 136.98 
285.965 0.913834 312.928 127.076 
293.72 0.893008 328.911 148.023 
290.081 0.882976 328.527 154.217 
286.671 0.895267 320.207 142.662 
283.385 0.911784 310.803 127.638 
287.02 0.895547 320.497 142.61 
281.707 0.892584 315.609 142.302 
289.528 0.903532 320.44 137.315 
279.251 0.901044 309.92 134.421 
295.544 0.915375 322.866 129.987 
284.839 0.891783 319.404 144.518 
280.638 0.891932 314.641 142.271 
287.696 0.906419 317.399 134.063 
287.626 0.902495 318.701 137.265 
284.174 0.898744 316.19 138.641 
275.495 0.889734 309.638 141.343 
276.714 0.900861 307.166 133.344 
283.869 0.886818 320.099 147.924 
293.121 0.90059 325.477 141.475 
283.048 0.895838 315.958 140.406 
285.241 0.90551 315.006 133.665 
291.66 0.902627 323.124 139.08 
289.328 0.90552 319.515 135.571 
289.068 0.887386 325.752 150.18 
283.637 0.909756 311.772 129.43 
284.892 0.901225 316.116 136.99 
283.554 0.898301 315.656 138.693 
283.03 0.896542 315.691 139.838 
279.092 0.90545 308.236 130.831 
284.556 0.899704 316.277 138.055 
294.68 0.904634 325.745 138.829 
279.453 0.901833 309.872 133.891 
286.825 0.89369 320.944 144.003 
292.09 0.912479 320.106 130.963 
287.709 0.915113 314.397 126.764 
287.624 0.888758 323.625 148.342 
287.101 0.906228 316.809 133.944 
